split,filename,object_index,class_name,source_image_path,crop_path,xmin,ymin,xmax,ymax,padded_xmin,padded_ymin,padded_xmax,padded_ymax,crop_width,crop_height
train,crazing_15.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_15.jpg,C:\NEU-DET\crops\train\crazing\crazing_15_obj00_crazing.jpg,27,46,149,101,22,41,154,106,132,65
train,crazing_15.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_15.jpg,C:\NEU-DET\crops\train\crazing\crazing_15_obj01_crazing.jpg,27,16,167,65,22,11,172,70,150,59
train,crazing_150.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_150.jpg,C:\NEU-DET\crops\train\crazing\crazing_150_obj00_crazing.jpg,52,148,186,196,47,143,191,200,144,57
train,crazing_151.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_151.jpg,C:\NEU-DET\crops\train\crazing\crazing_151_obj00_crazing.jpg,91,21,134,106,86,16,139,111,53,95
train,crazing_152.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_152.jpg,C:\NEU-DET\crops\train\crazing\crazing_152_obj00_crazing.jpg,48,98,146,135,43,93,151,140,108,47
train,crazing_152.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_152.jpg,C:\NEU-DET\crops\train\crazing\crazing_152_obj01_crazing.jpg,2,137,135,191,0,132,140,196,140,64
train,crazing_152.jpg,2,patches,C:\NEU-DET\train\images\crazing\crazing_152.jpg,C:\NEU-DET\crops\train\patches\crazing_152_obj02_patches.jpg,156,136,191,168,151,131,196,173,45,42
train,crazing_153.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_153.jpg,C:\NEU-DET\crops\train\crazing\crazing_153_obj00_crazing.jpg,1,97,65,158,0,92,70,163,70,71
train,crazing_153.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_153.jpg,C:\NEU-DET\crops\train\crazing\crazing_153_obj01_crazing.jpg,76,113,147,197,71,108,152,200,81,92
train,crazing_154.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_154.jpg,C:\NEU-DET\crops\train\crazing\crazing_154_obj00_crazing.jpg,1,24,90,99,0,19,95,104,95,85
train,crazing_154.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_154.jpg,C:\NEU-DET\crops\train\crazing\crazing_154_obj01_crazing.jpg,97,45,172,117,92,40,177,122,85,82
train,crazing_154.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_154.jpg,C:\NEU-DET\crops\train\crazing\crazing_154_obj02_crazing.jpg,98,128,182,173,93,123,187,178,94,55
train,crazing_155.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_155.jpg,C:\NEU-DET\crops\train\crazing\crazing_155_obj00_crazing.jpg,15,9,107,82,10,4,112,87,102,83
train,crazing_155.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_155.jpg,C:\NEU-DET\crops\train\crazing\crazing_155_obj01_crazing.jpg,111,55,191,168,106,50,196,173,90,123
train,crazing_155.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_155.jpg,C:\NEU-DET\crops\train\crazing\crazing_155_obj02_crazing.jpg,2,91,108,149,0,86,113,154,113,68
train,crazing_156.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_156.jpg,C:\NEU-DET\crops\train\crazing\crazing_156_obj00_crazing.jpg,1,25,92,94,0,20,97,99,97,79
train,crazing_156.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_156.jpg,C:\NEU-DET\crops\train\crazing\crazing_156_obj01_crazing.jpg,103,24,193,113,98,19,198,118,100,99
train,crazing_156.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_156.jpg,C:\NEU-DET\crops\train\crazing\crazing_156_obj02_crazing.jpg,43,98,132,156,38,93,137,161,99,68
train,crazing_157.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_157.jpg,C:\NEU-DET\crops\train\crazing\crazing_157_obj00_crazing.jpg,64,3,161,80,59,0,166,85,107,85
train,crazing_157.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_157.jpg,C:\NEU-DET\crops\train\crazing\crazing_157_obj01_crazing.jpg,48,87,166,157,43,82,171,162,128,80
train,crazing_158.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_158.jpg,C:\NEU-DET\crops\train\crazing\crazing_158_obj00_crazing.jpg,51,57,125,135,46,52,130,140,84,88
train,crazing_159.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_159.jpg,C:\NEU-DET\crops\train\crazing\crazing_159_obj00_crazing.jpg,35,4,124,63,30,0,129,68,99,68
train,crazing_159.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_159.jpg,C:\NEU-DET\crops\train\crazing\crazing_159_obj01_crazing.jpg,35,118,197,183,30,113,200,188,170,75
train,crazing_16.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_16.jpg,C:\NEU-DET\crops\train\crazing\crazing_16_obj00_crazing.jpg,105,124,178,175,100,119,183,180,83,61
train,crazing_16.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_16.jpg,C:\NEU-DET\crops\train\crazing\crazing_16_obj01_crazing.jpg,11,102,75,157,6,97,80,162,74,65
train,crazing_160.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_160.jpg,C:\NEU-DET\crops\train\crazing\crazing_160_obj00_crazing.jpg,18,20,154,77,13,15,159,82,146,67
train,crazing_160.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_160.jpg,C:\NEU-DET\crops\train\crazing\crazing_160_obj01_crazing.jpg,13,108,136,190,8,103,141,195,133,92
train,crazing_161.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_161.jpg,C:\NEU-DET\crops\train\crazing\crazing_161_obj00_crazing.jpg,77,9,152,138,72,4,157,143,85,139
train,crazing_162.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_162.jpg,C:\NEU-DET\crops\train\crazing\crazing_162_obj00_crazing.jpg,58,12,130,149,53,7,135,154,82,147
train,crazing_163.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_163.jpg,C:\NEU-DET\crops\train\crazing\crazing_163_obj00_crazing.jpg,1,86,69,185,0,81,74,190,74,109
train,crazing_163.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_163.jpg,C:\NEU-DET\crops\train\crazing\crazing_163_obj01_crazing.jpg,86,135,191,198,81,130,196,200,115,70
train,crazing_163.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_163.jpg,C:\NEU-DET\crops\train\crazing\crazing_163_obj02_crazing.jpg,72,28,189,87,67,23,194,92,127,69
train,crazing_164.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_164.jpg,C:\NEU-DET\crops\train\crazing\crazing_164_obj00_crazing.jpg,12,61,91,176,7,56,96,181,89,125
train,crazing_165.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_165.jpg,C:\NEU-DET\crops\train\crazing\crazing_165_obj00_crazing.jpg,50,105,138,170,45,100,143,175,98,75
train,crazing_165.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_165.jpg,C:\NEU-DET\crops\train\crazing\crazing_165_obj01_crazing.jpg,51,1,127,65,46,0,132,70,86,70
train,crazing_166.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_166.jpg,C:\NEU-DET\crops\train\crazing\crazing_166_obj00_crazing.jpg,35,31,181,105,30,26,186,110,156,84
train,crazing_166.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_166.jpg,C:\NEU-DET\crops\train\crazing\crazing_166_obj01_crazing.jpg,28,145,157,189,23,140,162,194,139,54
train,crazing_167.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_167.jpg,C:\NEU-DET\crops\train\crazing\crazing_167_obj00_crazing.jpg,90,10,179,101,85,5,184,106,99,101
train,crazing_167.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_167.jpg,C:\NEU-DET\crops\train\crazing\crazing_167_obj01_crazing.jpg,59,133,198,186,54,128,200,191,146,63
train,crazing_168.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_168.jpg,C:\NEU-DET\crops\train\crazing\crazing_168_obj00_crazing.jpg,1,47,136,101,0,42,141,106,141,64
train,crazing_168.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_168.jpg,C:\NEU-DET\crops\train\crazing\crazing_168_obj01_crazing.jpg,1,106,129,188,0,101,134,193,134,92
train,crazing_169.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_169.jpg,C:\NEU-DET\crops\train\crazing\crazing_169_obj00_crazing.jpg,4,47,147,112,0,42,152,117,152,75
train,crazing_169.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_169.jpg,C:\NEU-DET\crops\train\crazing\crazing_169_obj01_crazing.jpg,27,117,180,152,22,112,185,157,163,45
train,crazing_169.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_169.jpg,C:\NEU-DET\crops\train\crazing\crazing_169_obj02_crazing.jpg,19,10,139,62,14,5,144,67,130,62
train,crazing_17.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_17.jpg,C:\NEU-DET\crops\train\crazing\crazing_17_obj00_crazing.jpg,111,66,188,174,106,61,193,179,87,118
train,crazing_17.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_17.jpg,C:\NEU-DET\crops\train\crazing\crazing_17_obj01_crazing.jpg,124,6,195,102,119,1,200,107,81,106
train,crazing_170.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_170.jpg,C:\NEU-DET\crops\train\crazing\crazing_170_obj00_crazing.jpg,48,11,135,77,43,6,140,82,97,76
train,crazing_170.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_170.jpg,C:\NEU-DET\crops\train\crazing\crazing_170_obj01_crazing.jpg,23,133,104,180,18,128,109,185,91,57
train,crazing_171.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_171.jpg,C:\NEU-DET\crops\train\crazing\crazing_171_obj00_crazing.jpg,96,9,192,89,91,4,197,94,106,90
train,crazing_172.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_172.jpg,C:\NEU-DET\crops\train\crazing\crazing_172_obj00_crazing.jpg,4,15,163,87,0,10,168,92,168,82
train,crazing_172.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_172.jpg,C:\NEU-DET\crops\train\crazing\crazing_172_obj01_crazing.jpg,61,97,180,176,56,92,185,181,129,89
train,crazing_173.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_173.jpg,C:\NEU-DET\crops\train\crazing\crazing_173_obj00_crazing.jpg,62,97,175,153,57,92,180,158,123,66
train,crazing_173.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_173.jpg,C:\NEU-DET\crops\train\crazing\crazing_173_obj01_crazing.jpg,62,165,198,198,57,160,200,200,143,40
train,crazing_173.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_173.jpg,C:\NEU-DET\crops\train\crazing\crazing_173_obj02_crazing.jpg,32,27,151,76,27,22,156,81,129,59
train,crazing_174.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_174.jpg,C:\NEU-DET\crops\train\crazing\crazing_174_obj00_crazing.jpg,1,82,116,129,0,77,121,134,121,57
train,crazing_174.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_174.jpg,C:\NEU-DET\crops\train\crazing\crazing_174_obj01_crazing.jpg,1,134,174,181,0,129,179,186,179,57
train,crazing_175.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_175.jpg,C:\NEU-DET\crops\train\crazing\crazing_175_obj00_crazing.jpg,1,141,94,194,0,136,99,199,99,63
train,crazing_175.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_175.jpg,C:\NEU-DET\crops\train\crazing\crazing_175_obj01_crazing.jpg,74,92,151,143,69,87,156,148,87,61
train,crazing_176.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_176.jpg,C:\NEU-DET\crops\train\crazing\crazing_176_obj00_crazing.jpg,20,50,194,102,15,45,199,107,184,62
train,crazing_176.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_176.jpg,C:\NEU-DET\crops\train\crazing\crazing_176_obj01_crazing.jpg,106,109,195,188,101,104,200,193,99,89
train,crazing_177.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_177.jpg,C:\NEU-DET\crops\train\crazing\crazing_177_obj00_crazing.jpg,8,140,149,199,3,135,154,200,151,65
train,crazing_177.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_177.jpg,C:\NEU-DET\crops\train\crazing\crazing_177_obj01_crazing.jpg,101,42,183,110,96,37,188,115,92,78
train,crazing_177.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_177.jpg,C:\NEU-DET\crops\train\crazing\crazing_177_obj02_crazing.jpg,6,99,123,161,1,94,128,166,127,72
train,crazing_178.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_178.jpg,C:\NEU-DET\crops\train\crazing\crazing_178_obj00_crazing.jpg,3,117,145,184,0,112,150,189,150,77
train,crazing_178.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_178.jpg,C:\NEU-DET\crops\train\crazing\crazing_178_obj01_crazing.jpg,13,38,93,114,8,33,98,119,90,86
train,crazing_179.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_179.jpg,C:\NEU-DET\crops\train\crazing\crazing_179_obj00_crazing.jpg,1,7,110,79,0,2,115,84,115,82
train,crazing_179.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_179.jpg,C:\NEU-DET\crops\train\crazing\crazing_179_obj01_crazing.jpg,1,72,80,151,0,67,85,156,85,89
train,crazing_18.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_18.jpg,C:\NEU-DET\crops\train\crazing\crazing_18_obj00_crazing.jpg,112,89,198,143,107,84,200,148,93,64
train,crazing_18.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_18.jpg,C:\NEU-DET\crops\train\crazing\crazing_18_obj01_crazing.jpg,10,100,85,188,5,95,90,193,85,98
train,crazing_180.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_180.jpg,C:\NEU-DET\crops\train\crazing\crazing_180_obj00_crazing.jpg,2,96,198,168,0,91,200,173,200,82
train,crazing_180.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_180.jpg,C:\NEU-DET\crops\train\crazing\crazing_180_obj01_crazing.jpg,15,51,136,115,10,46,141,120,131,74
train,crazing_180.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_180.jpg,C:\NEU-DET\crops\train\crazing\crazing_180_obj02_crazing.jpg,115,6,199,116,110,1,200,121,90,120
train,crazing_180.jpg,3,crazing,C:\NEU-DET\train\images\crazing\crazing_180.jpg,C:\NEU-DET\crops\train\crazing\crazing_180_obj03_crazing.jpg,27,148,178,200,22,143,183,200,161,57
train,crazing_181.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_181.jpg,C:\NEU-DET\crops\train\crazing\crazing_181_obj00_crazing.jpg,25,48,116,112,20,43,121,117,101,74
train,crazing_181.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_181.jpg,C:\NEU-DET\crops\train\crazing\crazing_181_obj01_crazing.jpg,27,124,103,199,22,119,108,200,86,81
train,crazing_182.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_182.jpg,C:\NEU-DET\crops\train\crazing\crazing_182_obj00_crazing.jpg,30,121,80,198,25,116,85,200,60,84
train,crazing_182.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_182.jpg,C:\NEU-DET\crops\train\crazing\crazing_182_obj01_crazing.jpg,142,135,183,194,137,130,188,199,51,69
train,crazing_182.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_182.jpg,C:\NEU-DET\crops\train\crazing\crazing_182_obj02_crazing.jpg,143,25,188,82,138,20,193,87,55,67
train,crazing_183.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_183.jpg,C:\NEU-DET\crops\train\crazing\crazing_183_obj00_crazing.jpg,47,107,190,183,42,102,195,188,153,86
train,crazing_183.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_183.jpg,C:\NEU-DET\crops\train\crazing\crazing_183_obj01_crazing.jpg,109,66,200,146,104,61,200,151,96,90
train,crazing_183.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_183.jpg,C:\NEU-DET\crops\train\crazing\crazing_183_obj02_crazing.jpg,7,34,111,124,2,29,116,129,114,100
train,crazing_184.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_184.jpg,C:\NEU-DET\crops\train\crazing\crazing_184_obj00_crazing.jpg,2,64,101,127,0,59,106,132,106,73
train,crazing_184.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_184.jpg,C:\NEU-DET\crops\train\crazing\crazing_184_obj01_crazing.jpg,58,133,133,191,53,128,138,196,85,68
train,crazing_184.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_184.jpg,C:\NEU-DET\crops\train\crazing\crazing_184_obj02_crazing.jpg,110,79,199,123,105,74,200,128,95,54
train,crazing_185.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_185.jpg,C:\NEU-DET\crops\train\crazing\crazing_185_obj00_crazing.jpg,1,81,184,160,0,76,189,165,189,89
train,crazing_186.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_186.jpg,C:\NEU-DET\crops\train\crazing\crazing_186_obj00_crazing.jpg,54,91,178,169,49,86,183,174,134,88
train,crazing_186.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_186.jpg,C:\NEU-DET\crops\train\crazing\crazing_186_obj01_crazing.jpg,1,4,103,177,0,0,108,182,108,182
train,crazing_186.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_186.jpg,C:\NEU-DET\crops\train\crazing\crazing_186_obj02_crazing.jpg,41,15,184,94,36,10,189,99,153,89
train,crazing_187.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_187.jpg,C:\NEU-DET\crops\train\crazing\crazing_187_obj00_crazing.jpg,2,27,171,138,0,22,176,143,176,121
train,crazing_188.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_188.jpg,C:\NEU-DET\crops\train\crazing\crazing_188_obj00_crazing.jpg,96,75,198,157,91,70,200,162,109,92
train,crazing_188.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_188.jpg,C:\NEU-DET\crops\train\crazing\crazing_188_obj01_crazing.jpg,2,3,189,71,0,0,194,76,194,76
train,crazing_188.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_188.jpg,C:\NEU-DET\crops\train\crazing\crazing_188_obj02_crazing.jpg,1,75,124,180,0,70,129,185,129,115
train,crazing_189.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_189.jpg,C:\NEU-DET\crops\train\crazing\crazing_189_obj00_crazing.jpg,4,94,177,152,0,89,182,157,182,68
train,crazing_189.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_189.jpg,C:\NEU-DET\crops\train\crazing\crazing_189_obj01_crazing.jpg,3,16,133,77,0,11,138,82,138,71
train,crazing_19.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_19.jpg,C:\NEU-DET\crops\train\crazing\crazing_19_obj00_crazing.jpg,92,5,135,116,87,0,140,121,53,121
train,crazing_190.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_190.jpg,C:\NEU-DET\crops\train\crazing\crazing_190_obj00_crazing.jpg,1,45,127,147,0,40,132,152,132,112
train,crazing_190.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_190.jpg,C:\NEU-DET\crops\train\crazing\crazing_190_obj01_crazing.jpg,18,95,182,157,13,90,187,162,174,72
train,crazing_190.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_190.jpg,C:\NEU-DET\crops\train\crazing\crazing_190_obj02_crazing.jpg,1,6,147,65,0,1,152,70,152,69
train,crazing_190.jpg,3,crazing,C:\NEU-DET\train\images\crazing\crazing_190.jpg,C:\NEU-DET\crops\train\crazing\crazing_190_obj03_crazing.jpg,54,1,177,37,49,0,182,42,133,42
train,crazing_191.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_191.jpg,C:\NEU-DET\crops\train\crazing\crazing_191_obj00_crazing.jpg,8,22,169,62,3,17,174,67,171,50
train,crazing_191.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_191.jpg,C:\NEU-DET\crops\train\crazing\crazing_191_obj01_crazing.jpg,26,76,198,133,21,71,200,138,179,67
train,crazing_191.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_191.jpg,C:\NEU-DET\crops\train\crazing\crazing_191_obj02_crazing.jpg,29,135,106,195,24,130,111,200,87,70
train,crazing_192.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_192.jpg,C:\NEU-DET\crops\train\crazing\crazing_192_obj00_crazing.jpg,137,90,198,198,132,85,200,200,68,115
train,crazing_192.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_192.jpg,C:\NEU-DET\crops\train\crazing\crazing_192_obj01_crazing.jpg,17,120,129,191,12,115,134,196,122,81
train,crazing_192.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_192.jpg,C:\NEU-DET\crops\train\crazing\crazing_192_obj02_crazing.jpg,54,18,199,64,49,13,200,69,151,56
train,crazing_193.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_193.jpg,C:\NEU-DET\crops\train\crazing\crazing_193_obj00_crazing.jpg,15,34,156,144,10,29,161,149,151,120
train,crazing_194.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_194.jpg,C:\NEU-DET\crops\train\crazing\crazing_194_obj00_crazing.jpg,17,58,177,161,12,53,182,166,170,113
train,crazing_195.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_195.jpg,C:\NEU-DET\crops\train\crazing\crazing_195_obj00_crazing.jpg,9,89,149,157,4,84,154,162,150,78
train,crazing_196.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_196.jpg,C:\NEU-DET\crops\train\crazing\crazing_196_obj00_crazing.jpg,15,42,197,87,10,37,200,92,190,55
train,crazing_196.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_196.jpg,C:\NEU-DET\crops\train\crazing\crazing_196_obj01_crazing.jpg,68,2,197,46,63,0,200,51,137,51
train,crazing_196.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_196.jpg,C:\NEU-DET\crops\train\crazing\crazing_196_obj02_crazing.jpg,3,140,150,199,0,135,155,200,155,65
train,crazing_197.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_197.jpg,C:\NEU-DET\crops\train\crazing\crazing_197_obj00_crazing.jpg,15,97,198,181,10,92,200,186,190,94
train,crazing_197.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_197.jpg,C:\NEU-DET\crops\train\crazing\crazing_197_obj01_crazing.jpg,12,8,167,91,7,3,172,96,165,93
train,crazing_198.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_198.jpg,C:\NEU-DET\crops\train\crazing\crazing_198_obj00_crazing.jpg,47,99,191,189,42,94,196,194,154,100
train,crazing_198.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_198.jpg,C:\NEU-DET\crops\train\crazing\crazing_198_obj01_crazing.jpg,1,48,85,145,0,43,90,150,90,107
train,crazing_198.jpg,2,crazing,C:\NEU-DET\train\images\crazing\crazing_198.jpg,C:\NEU-DET\crops\train\crazing\crazing_198_obj02_crazing.jpg,71,1,200,42,66,0,200,47,134,47
train,crazing_199.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_199.jpg,C:\NEU-DET\crops\train\crazing\crazing_199_obj00_crazing.jpg,7,19,198,88,2,14,200,93,198,79
train,crazing_199.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_199.jpg,C:\NEU-DET\crops\train\crazing\crazing_199_obj01_crazing.jpg,1,89,72,159,0,84,77,164,77,80
train,crazing_2.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_2.jpg,C:\NEU-DET\crops\train\crazing\crazing_2_obj00_crazing.jpg,99,120,200,174,94,115,200,179,106,64
train,crazing_2.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_2.jpg,C:\NEU-DET\crops\train\crazing\crazing_2_obj01_crazing.jpg,8,16,200,111,3,11,200,116,197,105
train,crazing_20.jpg,0,crazing,C:\NEU-DET\train\images\crazing\crazing_20.jpg,C:\NEU-DET\crops\train\crazing\crazing_20_obj00_crazing.jpg,1,109,131,193,0,104,136,198,136,94
train,crazing_20.jpg,1,crazing,C:\NEU-DET\train\images\crazing\crazing_20.jpg,C:\NEU-DET\crops\train\crazing\crazing_20_obj01_crazing.jpg,86,60,142,100,81,55,147,105,66,50
train,crazing_20.jpg,2,patches,C:\NEU-DET\train\images\crazing\crazing_20.jpg,C:\NEU-DET\crops\train\patches\crazing_20_obj02_patches.jpg,140,29,178,65,135,24,183,70,48,46
